@{InputObject=@{Name=Avere Cluster Create}; SideIndicator=<=}
@{InputObject=@{Name=Cost Management Reader}; SideIndicator=<=}
@{InputObject=@{Name=Data Box Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Data Box Reader}; SideIndicator=<=}
@{InputObject=@{Name=Data Factory Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Data Purger}; SideIndicator=<=}
@{InputObject=@{Name=Data Lake Analytics Developer}; SideIndicator=<=}
@{InputObject=@{Name=DevTest Labs User}; SideIndicator=<=}
@{InputObject=@{Name=DocumentDB Account Contributor}; SideIndicator=<=}
@{InputObject=@{Name=DNS Zone Contributor}; SideIndicator=<=}
@{InputObject=@{Name=EventGrid EventSubscription Contributor}; SideIndicator=<=}
@{InputObject=@{Name=EventGrid EventSubscription Reader}; SideIndicator=<=}
@{InputObject=@{Name=Graph Owner}; SideIndicator=<=}
@{InputObject=@{Name=HDInsight Domain Services Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Intelligent Systems Account Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Key Vault Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Knowledge Consumer}; SideIndicator=<=}
@{InputObject=@{Name=Lab Creator}; SideIndicator=<=}
@{InputObject=@{Name=Log Analytics Reader}; SideIndicator=<=}
@{InputObject=@{Name=Log Analytics Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Logic App Operator}; SideIndicator=<=}
@{InputObject=@{Name=Logic App Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Managed Application Operator Role}; SideIndicator=<=}
@{InputObject=@{Name=Managed Applications Reader}; SideIndicator=<=}
@{InputObject=@{Name=Managed Identity Operator}; SideIndicator=<=}
@{InputObject=@{Name=Managed Identity Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Management Group Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Management Group Reader}; SideIndicator=<=}
@{InputObject=@{Name=Monitoring Reader}; SideIndicator=<=}
@{InputObject=@{Name=Network Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Monitoring Contributor}; SideIndicator=<=}
@{InputObject=@{Name=New Relic APM Account Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Owner}; SideIndicator=<=}
@{InputObject=@{Name=Reader}; SideIndicator=<=}
@{InputObject=@{Name=Redis Cache Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Reader and Data Access}; SideIndicator=<=}
@{InputObject=@{Name=Resource Policy Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Scheduler Job Collections Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Search Service Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Security Admin}; SideIndicator=<=}
@{InputObject=@{Name=Security Manager (Legacy)}; SideIndicator=<=}
@{InputObject=@{Name=Security Reader}; SideIndicator=<=}
@{InputObject=@{Name=Site Recovery Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Site Recovery Operator}; SideIndicator=<=}
@{InputObject=@{Name=Site Recovery Reader}; SideIndicator=<=}
@{InputObject=@{Name=SQL Managed Instance Contributor}; SideIndicator=<=}
@{InputObject=@{Name=SQL DB Contributor}; SideIndicator=<=}
@{InputObject=@{Name=SQL Security Manager}; SideIndicator=<=}
@{InputObject=@{Name=Storage Account Contributor}; SideIndicator=<=}
@{InputObject=@{Name=SQL Server Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Storage Account Key Operator Service Role}; SideIndicator=<=}
@{InputObject=@{Name=Support Request Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Traffic Manager Contributor}; SideIndicator=<=}
@{InputObject=@{Name=User Access Administrator}; SideIndicator=<=}
@{InputObject=@{Name=Virtual Machine Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Web Plan Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Website Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Attestation Contributor}; SideIndicator=<=}
@{InputObject=@{Name=HDInsight Cluster Operator}; SideIndicator=<=}
@{InputObject=@{Name=Cosmos DB Operator}; SideIndicator=<=}
@{InputObject=@{Name=Hybrid Server Resource Administrator}; SideIndicator=<=}
@{InputObject=@{Name=Hybrid Server Onboarding}; SideIndicator=<=}
@{InputObject=@{Name=Private DNS Zone Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Storage Blob Delegator}; SideIndicator=<=}
@{InputObject=@{Name=Blueprint Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Blueprint Operator}; SideIndicator=<=}
@{InputObject=@{Name=Azure Sentinel Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Azure Sentinel Responder}; SideIndicator=<=}
@{InputObject=@{Name=Azure Sentinel Reader}; SideIndicator=<=}
@{InputObject=@{Name=Workbook Reader}; SideIndicator=<=}
@{InputObject=@{Name=Workbook Contributor}; SideIndicator=<=}
@{InputObject=@{Name=SignalR AccessKey Reader}; SideIndicator=<=}
@{InputObject=@{Name=SignalR Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Azure Connected Machine Onboarding}; SideIndicator=<=}
@{InputObject=@{Name=Azure Connected Machine Resource Administrator}; SideIndicator=<=}
@{InputObject=@{Name=Managed Services Registration assignment Delete Role}; SideIndicator=<=}
@{InputObject=@{Name=Kubernetes Cluster - Azure Arc Onboarding}; SideIndicator=<=}
@{InputObject=@{Name=Managed Application Contributor Role}; SideIndicator=<=}
@{InputObject=@{Name=Security Assessment Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Tag Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Integration Service Environment Developer}; SideIndicator=<=}
@{InputObject=@{Name=Integration Service Environment Contributor}; SideIndicator=<=}
@{InputObject=@{Name=Marketplace Admin}; SideIndicator=<=}
@{InputObject=@{Name=Azure Kubernetes Service Contributor Role}; SideIndicator=<=}
@{InputObject=@{Name=Hierarchy Settings Administrator}; SideIndicator=<=}
